芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
千滝 のぼる,ちたき のぼる,3月8日,東京都,日本女子大学附属高等学校,滝を好む,りめちゃんジョウ,,1968年,
千代 浦輝,ちようら ひかる,2月8日,大阪府,東大谷高等学校,家族で考案,ターコ,,1970年,
月 珠里,つき じゅり,12月25日,兵庫県神戸市,武庫川学院,本名の一字を取る,タマミ,,1971年,
友鶴 千花子,ともづる ちかこ,10月11日,東京都,神田女学園,家族で考案,ヒロ,,1966年,
涛 千里,なみ ちさと,7月7日,兵庫県神戸市,松蔭女子学院,家族で考案,コボーズ,,1969年,
並路 ゆか,なみじ ゆか,1月16日,千葉県,桜蔭高等学校,恩師が命名,ケコちゃん,,1968年,
野間 麗子,のま れいこ,11月22日,神奈川県,神戸湊川高等学校,「マノン・レスコー」,ターコ,,1966年,姉は峯ゆかり
華 かおり,はな かおり,1月3日,兵庫県神戸市,松蔭女子学院,家族で考案,デン,,1967年,息子は河田直也
英 美娜,はなぶさ みな,10月11日,大阪府,梅花学園,父が命名,レンちゃんオンヘキ,,1968年,
浜路 ゆう子,はまじ ゆうこ,10月7日,兵庫県神戸市,上野中学校,,じんちゃん,,1968年,
久松 加代,ひさまつ かよ,12月1日,広島県,福山誠之館高等学校,出身地,ヤッコ,,1968年,
藤 むらさき,ふじ むらさき,7月2日,兵庫県,芦屋女子学園,本名,オフジ,,1968年,
二葉 真理,ふたば まり,8月19日,兵庫県神戸市,松蔭女子学院,知人が命名,チャコ,,1967年,
真木 一子,まき かずこ,6月6日,北海道,東宝芸能学校,家族で考案,マーコマサコ,,1970年,
牧里 いづみ,まきさと いづみ,10月15日,東京都,成美学園,,タケちゃん,,1969年,娘は宝生ルミ
マリア バティスタ,まりあ ばてぃすた,12月6日,兵庫県宝塚市,宝塚市立長尾中学校,本名,ギューティー,,1970年,母は千里ゆり姪は雪菜つぐみバレエ教室・泉バレエ団主宰
馬里邑 みさ,まりむら みさ,11月7日,東京都,東宝芸能学校,,ミーコちゃん,,1971年,
水木 亜砂,みずき あさ,6月13日,東京都,戸橋学園,,ヨネポンロコ,,1967年,改名後・水木亜沙（みずき あさ）
碧 美沙,みどり みさ,4月11日,大阪府豊中市,豊中第五中学校,澄んだ空と海の色,トシちゃん,,1977年,コープこうべ講師
南風 はるみ,みなかぜ はるみ,12月12日,東京都,東洋音楽大学附属高等学校,南風洋子が命名,ハルミちゃん,,1965年,
山里 まさり,やまざと まさり,5月30日,兵庫県,神戸女学院,百人一首,アッコアッちゃん,,1969年,妹は夏照子
夕鶴 まなみ,ゆうづる まなみ,8月29日,神奈川県,湘南白百合学園,尊師が命名,ペコちゃん,,1968年,
蘭 まゆみ,らん まゆみ,11月16日,兵庫県,相愛学園,家族で考案,ツゥー,,1968年,
和歌 たず子,わか たずこ,11月14日,和歌山県,池田中学校,出身地に因む,タズコターコ,,1966年,
若樹 みちる,わかぎ みちる,1月15日,東京都,東京女子学園,白井鐵造が命名,アタミちゃんアタ子,,1970年,
