芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
秋吉 里美,あきよし さとみ,8月16日,兵庫県神戸市,神戸山手学園,,タケ,,1974年,改名後・竹美春（たけ みはる）
曙 真紀,あけぼの まき,2月3日,東京都,函巌白百合学園,内海重典が選定,ノコちゃんギュウちゃん,,1974年,
天路 みつる,あまじ みつる,4月23日,東京都,順心学園,家族で考案,アマちゃんアマオ,,1968年,娘は貴瀬ゆう
安奈 淳,あんな じゅん,7月29日,大阪府池田市,梅花学園,家族で考案,ミキちゃんオトミ,男役,1978年,俳優・歌手
泉 桜子,いずみ さくらこ,2月8日,愛知県名古屋市,菊里高等学校,両親が考案,トンコ,,1966年,
沖津 まさき,おきつ まさき,11月11日,兵庫県,伊丹市立北中学校,,アカちゃん,,1972年,改名後・沖津奈美（おきつ なみ）
篝 美樹,かがり みき,3月20日,兵庫県神戸市,松蔭女子学院,両親が命名,リョウコさん,,1970年,
賀月 三世,かつき みつよ,1月7日,大阪府,泉大津高等学校,父が考案,カコちゃん,,1972年,
叶 八千矛,かのう やちほ,8月8日,大阪府,武庫川学院,尊師が考案,コズエちゃん,男役,1976年,シャンソン歌手・前田こずえ
神城 優里,かみしろ ゆり,11月22日,京都府京都市,京都市立深草中学校,本名,おみや,,1972年,
茅 真琴,かや まこと,4月3日,兵庫県宝塚市,山手女子学園,尊敬する上級生が命名,エミちゃん,,1970年,
雁 わたる,かり わたる,12月7日,埼玉県,与野東中学校,母が考案,リッコ,,1970年,
川村 真樹,かわむら まき,1月1日,神奈川県,九段女子高等学校,益田宝塚歌劇団専務理事が選定,サトちゃんサトコ,,1967年,
紅 瑤子,くれない ようこ,,,,,,,1965年,
東風 かをる,こち かをる,3月4日,兵庫県宝塚市,宝塚中学校,生まれた季節に因み歌から取る,ハマちゃん,,1968年,
古都 みのる,こと みのる,6月4日,大阪府大阪市,梅花学園,知人が命名,ボンちゃんオミツ,,1966年,
駒草 ゆり,こまくさ ゆり,10月21日,大阪府大阪市,池田高等学校,家族で考案,モツモッちゃん,,1967年,母は深山華子
砂夜 なつみ,さよ なつみ,3月16日,東京都,東京学芸大学附属高等学校,尊敬する人が命名,アベちゃんナッちゃんアベチョコ,,1972年,
朱 麗華,しゅ れいか,7月15日,兵庫県,武庫川学院,尊師が命名,あけみちゃん,,1970年,娘は麻田こう
恂 まりか,じゅん まりか,1月5日,大阪府,甲子園学院,,テルミ,,1970年,
朱雀 美保,すざく みほ,2月22日,三重県,名古屋市立前津中学校,姉の芸名,ミホボーヤ,,1970年,姉は朱雀ひろみ
住乃江 夢路,すみのえ ゆめじ,10月22日,神奈川県,東京女子高等学校,百人一首,チョロ,,1967年,
清少 郁音,せいしょう いくね,8月9日,兵庫県,武庫川学院,百人一首,エミリー,,1967年,
衣通 月子,そとおり つきこ,11月4日,大阪府泉大津市,大阪市立南中学校,衣通姫の名前,マムロちゃん,,1977年,俳優・衣通真由美日本舞踊・花柳禄姫
高宮 沙千,たかみや さち,8月24日,大阪府大阪市,城星学園,尊師が命名,ピーコ,娘役,1979年,姉は十和三千代・美保川千里娘は高宮千夏・高宮里菜
滝瀬 しぶき,たきせ しぶき,2月2日,東京都,桐朋女子学園,家族で考案,ヨスケヨー子ちゃん,,1969年,
玉城 明美,たましろ あけみ,1月2日,新潟県,同志社女子高等学校,,インディ,,1972年,改名後・玉城あけみ（たましろ あけみ）
千雅 照子,ちが てるこ,2月26日,兵庫県神戸市兵庫区,松蔭女子学院,,チガちゃんテルコちゃん,,2007年,改名後・千雅てる子（ちが てるこ）定年退団
千曲 波,ちくま なみ,9月11日,大阪府,渋谷高等学校,藤村詩集,ピカちゃん,,1968年,
