芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
泉八 千代,いずみ やちよ,2月13日,大阪府,豊中高等女学校,,ドンちゃん,,1954年,改名後・泉麗子（いずみ れいこ）
稲葉 町子,いなば まちこ,8月10日,兵庫県神戸市,神戸高等女学校,百人一首,タケモッちゃん,,1960年,
伊吹 由紀子,いぶき ゆきこ,2月1日,岐阜県大垣市,兵庫県立伊丹高等女学校,故郷・伊吹山,イッちゃん,,1955年,改名後・伊吹友木子（いぶき ゆきこ）俳優
宇治 かほる,うじ かおる,2月20日,京都府京都市,精華高等女学校,,ヤブさん,,1957年,夫はジャズ歌手・笈田敏夫
宇多野 ときわ,うたの ときわ,8月19日,東京都,嵯峨野高等女学校,,ウーちゃん,,1955年,
打出 妙子,うちで たえこ,,,,,,,1951年,姉は大東君子
江藤 冴子,えとう さえこ,4月6日,大阪府,泉尾高等女学校,,テラオちゃん,,1957年,改名後・江藤維久子（えとう いくこ）
大倉 玉子,おおくら たまこ,6月22日,兵庫県神戸市,千葉県立大原高等女学校,,コードさんクロちゃん乃至クロちゃん,,1959年,
淡海 千尋,おおみ ちひろ,1月19日,大阪府,清水谷高等女学校,,じゅんちゃん,,1953年,
尾 乃峯子,おの みねこ,1月20日,東京都,高梁高等女学校,万葉集,タイコ,,1962年,改名後・花空季衣（はなぞら りえ）
加賀 葵,かが あおい,3月15日,大阪府大阪市,曾根崎高等女学校,,おおもっちゃん,,1952年,夫は政治評論家・竹村健一
風見 のどか,かざみ のどか,,,,,,,1951年,
柏木 百々代,かしわぎ ももよ,1月12日,大阪府,泉尾高等女学校,,キモ,,1952年,改名後・柏木百代（かしわぎ ももよ）
岸住 江,きし すみえ,10月11日,兵庫県神戸市,甲子園高等女学校,,ミツちゃん,,1954年,
湖城 千砂香,こじょう ちさこ,,,,,,,1949年,
古城 月子,こじょう つきこ,10月21日,東京都,八尾高等女学校,,フジキさん,,1953年,
小柳日鶴  　,こやなぎ ひづる,3月3日,兵庫県川西市,園田高等女学校,父が命名,マエノちゃん,男役,1989年,姪は貴柳みどり
桜城 美園,さくらぎ みその,8月24日,大阪府,帝国衛生学校女学部,,クボちゃん,,1953年,改名後・桜木みそ乃（さくらぎ みその）娘は鼓千奈
漣 麗子,さざなみ れいこ,,,,,,,1951年,在団中に逝去
鈴屋 美姫,すずや みき,8月19日,兵庫県西宮市,甲南高等女学校,,オヒロ,,1952年,
寿 美花代,すみ はなよ,2月6日,兵庫県西宮市,芦屋高等女学校,,松ちゃん,男役,1963年,高島忠夫夫人妹は松平三保姪は松平瑠美ヴァイオリニスト・高嶋ちさ子息子は髙嶋政宏・高嶋政伸
高千穂 ひづる,たかちほ ひづる,10月10日,兵庫県,神戸女学院,,イクちゃん,娘役,1952年,タレント・大瀬康一夫人父はプロ野球審判員・二出川延明俳優を経て自営業
高月 あさみ,たかつき あさみ,,,,,,,1951年,
瀧 あけみ,たき あけみ,4月27日,大阪府大阪市,芦屋高等女学校,小倉百人一首,クラちゃん,,1952年,
竹園 まり子,たけぞの まりこ,9月29日,三重県鳥羽市,神戸女学院,,シゲちゃん,男役,1952年,
玉里 由子,たまざと よしこ,2月10日,兵庫県神戸市東灘区,甲子園高等女学校,父の郷里の名に因む,ポチコ,,1955年,
千城 いづる,ちしろ いづる,8月6日,大阪府大阪市,東大谷高等女学校,,,,1954年,
千波 龍子,ちなみ りゅうこ,1月27日,兵庫県西宮市,増谷高等女学校,,カベさん,,1958年,
月城 明美,つきしろ あけみ,11月28日,兵庫県神戸市東灘区,松蔭高等女学校,,オダさん,,1953年,
羽 衣松子,はごろも まつこ,12月9日,東京都,須磨浦高等女学校,謡曲,チビちゃん,,1954年,
春 ひとみ,はる ひとみ,1月15日,大阪府,京都府立第一高等女学校,,ヤマコさん,,1952年,
春名 初美,はるな はつみ,1月27日,大阪府池田市,豊中高等女学校,,ハッちゃん,,1953年,
晴野 千草,はるの ちぐさ,,,,,,,1950年,
槇 克己,まき かつみ,10月24日,大阪府,四条畷高等女学校,,ヒラカワさん,娘役,1964年,宝塚市長・正司泰一郎夫人
摩耶 みどり,まや みどり,12月15日,兵庫県神戸市,倉吉高等女学校,,オーガミさん,,1953年,妹は四季かほる
美咲 佳代子,みさき かよこ,8月16日,兵庫県赤穂市,梅花高等女学校,,ヒラオちゃん,,1952年,
美島 悠紀子,みしま ゆきこ,,,,,,,1950年,
水代 玉藻,みずしろ たまも,1月1日,大阪府大阪市,樟蔭高等女学校,水に囲まれた玉藻城（高松城）,カッちゃんカシマさん,,1983年,
御園 千種,みその ちぐさ,6月27日,富山県,豊中高等女学校,,タネコ,,1952年,改名後・御園輝世（みその てるよ）
雅 章子,みやび のりこ,2月20日,兵庫県宝塚市,宝塚家政学校,兄の名,フクちゃん,,1960年,本名は金田敏子プロ野球選手・監督金田正一夫人息子は俳優の金田賢一
八坂 恵子,やさか けいこ,9月25日,京都府京都市,大谷高等女学校,,ナカガワさん,,1953年,
雪丘 千鶴,ゆきおか ちづる,2月16日,福井県,甲子園高等女学校,,デコ,,1951年,
吉野 みゆき,よしの みゆき,,,,,,,1949年,
蘭 かほり,らん かおり,,,,,,,1950年,
若 樹苑子,わかぎ そのこ,4月25日,兵庫県,園田学園,源氏物語,オーちゃん,,1952年,改名後・若樹美乃里（わかぎ みのり）声優・太田淑子声優・阪脩夫人叔母は花谷景子
若月 香里,わかつき かおり,,,,,,,1951年,
亘 美智代,わたり みちよ,,,,,,,1949年,
