芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
青空 保志子,あおぞら ほしこ,4月13日,,,,せいちゃん,,1935年,
安部 仲子,あべ なかこ,7月7日,兵庫県,,,,,1938年,
浅路 絢子,あさじ まりこ,1月23日,兵庫県神戸市,,,幸さん,男役,1939年,従姉妹は佐保美代子
麻生 由子,あそう よしこ,4月4日,,,,,,1937年,
千代 さかゑ,ちよ さかえ,2月28日,,,,ポッポ,,1936年,改名後・千代さかえ
文月 眞珠,ふづき まだま,7月1日,岡山県,,,,,1937年,
緋房 銀子,ひぶさ ぎんこ,,,,,,,1932年,
花守 萠子,はなもり もえこ,3月10日,大阪府大阪市中央区,,,,,1938年,
花園 香織,はなぞの かおり,5月31日,,,,,,1935年,
春風 千代子,はるかぜ ちよこ,2月6日,,,,,,1936年,
日夏 安世,ひなつ やすよ,3月1日,,,,,,1935年,改名後・日夏安子（ひなつ やすこ）
花鳥 駒子,はなどり こまこ,9月18日,大阪府大阪市,,,,,1940年,
花谷 景子,はなたに けいこ,1月16日,,,,,,1939年,姪は若樹美乃里
古 八重子,いにしえ やえこ,2月26日,,,,トクチン,,1935年,
磯川 千春,いそかわ ちはる,1月1日,大阪府大阪市,,,,,1944年,
井筒 梅子,いづつ うめこ,4月21日,大阪府,,,,,1939年,
巌根 牧子,いわね まきこ,1月13日,,,,,,1935年,改名後・望月牧子（もちづき まきこ）1938年12月25日、在団中に逝去
梢 音羽,こずえ おとわ,4月16日,福岡県北九州市門司区,,,ミヅちゃんさだちゃん,男役,1949年,
九邇 京子,くに きょうこ,11月13日,大阪府大阪市西区,市岡高等女学校,大伴家持が詠んだ久仁京讃歌,サァちゃん,娘役,1940年,改名後・久美京子（くみ きょうこ）
梶 美奈子,かじ みなこ,,,,,,,1932年,
神垣 那木子,かみがき なきこ,5月7日,東京都港区,,,ユタちゃん,男役,1945年,
小笹 つみ子,こざさ つみこ,1月13日,,,,,,1936年,1936年11月21日、在団中に逝去
