芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
吹雪 仁美,ふぶき ひとみ,9月20日,東京都渋谷区,実践女子学園高等学校,姓名判断,リーナ,男役,1990年,
宝城 さゆり,ほうじょう さゆり,1月3日,兵庫県神戸市,葺合高等学校,,ヒーチャン,娘役,1984年,
正 規煌,まさき こう,2月3日,兵庫県神戸市東灘区,仁川学院中学校,,リノ,男役,1984年,
美風 りざ,みかぜ りざ,6月15日,福井県勝山市,京都府立嵯峨野高等学校,,チルゆきみ,娘役,1985年,
美咲 あゆみ,みさき あゆみ,3月27日,大阪府豊中市,梅花学園,美しく咲いて歩めるように,あんみ,娘役,1984年,
瑞志麻 そのを,みずしま そのお,2月22日,大阪府大阪市,精華女子学園,,リラえいこちゃん,娘役,1980年,
美薗 珠里,みその じゅり,3月8日,静岡県静岡市,静岡精華高等学校,両親が考案,そのえ,娘役,1982年,
雅 まり,みやび まり,12月7日,大阪府池田市,梅花学園,,ミヤマリちゃん,娘役,1984年,
美嶺 つくし,みれい つくし,4月13日,兵庫県尼崎市,神戸女学院,美しい山の頂きを目指して,オカちゃん,娘役,1984年,
雪城 まりか,ゆきしろ まりか,4月3日,東京都町田市,鷗友学園,,ヒロヒロコちゃん,娘役,1981年,
竜 らいか,りゅう らいか,4月5日,鹿児島県鹿児島市,青山学院高等部,大滝愛子が命名,ヨッチン,男役,1979年,
若草 かおる,わかくさ かおる,1月10日,兵庫県神戸市,神戸海星女子学院,,ミカンミカちゃん,娘役,1982年,
若菜 くみ,わかな くみ,6月27日,千葉県市川市,日出学園,若々しく、みずみずしく芸の道に精進するように,スズケイ,娘役,1982年,
