芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
朱 穂芽美,あけほ めみ,11月25日,大阪府池田市,宝塚中学校,終始美しくありたい願い,エミポチョメミちゃん,娘役,1982年,娘は音花ゆりと相武紗季
飛鳥裕 	　 	　,あすか ゆう,3月12日,兵庫県西宮市,西宮市立西宮高等学校,自分の好きな名前で考案,ナガ,男役,2018年,
亜実 じゅん,あみ じゅん,1月5日,東京都江戸川区,淑徳学園高等学校,実りある舞台人になるように,アミィミッチィ,男役,1996年,
綾羽 絽美,あやは ろみ,8月6日,兵庫県川西市,西緑台高等学校,父が考案,ユッコツク,男役,1988年,
有 紗ゆ美か,ありさ ゆみか,2月24日,兵庫県宝塚市,雲雀ヶ丘学園,,ヤコありさリンゴちゃん,娘役,1984年,後に有紗ゆみかへの改名を経て有紗ゆりに改名
伊吹 あい,いぶき あい,2月2日,兵庫県尼崎市,武庫川学院中学校,自分で考案,ケメ,男役,1984年,
江原 美琴,えばら みこと,3月15日,兵庫県神戸市,松蔭女子学院,,カホルちゃん,娘役,1989年,
江美 千夏,えみ ちなつ,8月5日,大阪府,茨木東中学校,,マッコミルキー,男役,1983年,
折鶴 蘭,おりづる らん,3月10日,兵庫県神戸市,啓明女学院高等部,尊敬する恩師が命名,アド,男役,1983年,日本舞踊・若柳吉玉文
和佐 まき,かずさ まき,7月13日,兵庫県西宮市,八千代高等学校,出身地本名,まきちゃん,男役,1981年,
花鳥 いつき,かちょう いつき,1月5日,兵庫県神戸市,神戸山手学園,花咲き鳥のように羽ばたく,キッコ,娘役,1990年,
加茂 千条,かも せんじょう,7月5日,京都府京都市,京都精華女子高等学校,出身地に因み母が考案,コト,男役,1987年,
如月 巳麗,きさらぎ みれい,8月12日,福岡県北九州市,精道中学校,自分で考案,オガ,男役,1982年,
霧島 仟,きりしま せん,11月5日,大阪府大阪市,西淀中学校,父と考案,リエちゃん,男役,1980年,
幸 直美,こう なおみ,5月11日,兵庫県西宮市,学文中学校,幸せになるように,ナオミ,娘役,1979年,
琴月 千湖,ことづき ちこ,3月15日,滋賀県大津市,夙川学院高等部,琵琶湖に因み叔父が命名,ミコ,娘役,1988年,
里 美宏,さと みひろ,11月3日,兵庫県宝塚市,宝塚高等学校,尊師が命名,ルカ,男役,1980年,
汐 みつる,しお みつる,8月5日,東京都新宿区,山崎学園富士見高等学校,母が考案,タムマー,男役,1979年,
瀬川 佳英,せがわ かえ,12月14日,大阪府池田市,梅花学園,快いせせらぎの意味,ピノキ,男役,1989年,
高瀬 美亜,たかせ みあ,1月1日,栃木県塩谷町,宇都宮海星女子学院高等学校,,ゲンシマちゃん,男役,1985年,
高峰 はるか,たかみね はるか,5月30日,山口県下松市,雲雀ヶ丘学園,,チョコしょうこ,男役,1980年,
立木 夕雨,たつき ゆう,8月25日,愛知県名古屋市,金城学院,,シャチサッちゃん,男役,1981年,
千波 翔,ちなみ しょう,10月28日,愛知県名古屋市,長久手中学校,千の波を越えて、大きく飛翔するように,くにゃちなみ,男役,1983年,
千速 紘実,ちはや ひろみ,11月26日,東京都中央区,跡見学園,,ノリ,男役,1984年,
千帆 さやか,ちほ さやか,3月7日,大阪府大阪市,梅花高等学校,,ヘチャカーコ,男役,1982年,
九十 九恭,つくし きょう,7月7日,長崎県佐世保市,福石中学校,,きょうちゃんカニ,男役,1984年,後に優木京に改名
つづれ 沙実,つづれ さみ,5月20日,東京都文京区,跡見学園高等学校,,キャティサミ,男役,1977年,
知 直冬,とも ちふゆ,6月26日,東京都中野区,日本音楽高等学校,,あさみちゃんリブ,男役,1982年,
夏 ますみ,なつ ますみ,1月17日,東京都港区,東洋英和女学院,,ナッツ,娘役,1980年,日本舞踊・藤間各須江
夏美 よう,なつみ よう,2月18日,群馬県,共愛学園,深緑夏代が命名,はっちくっくん,男役,,
奈々央 とも,ななお とも,5月13日,大阪府大阪市,宝梅中学校,,レオとも,男役,1988年,
花咲 かおり,はなさき かおり,12月4日,兵庫県神戸市,園田学園高等学校,誰からも愛されるように,かおり,娘役,1980年,
春乃 美里花,はるの みりか,12月15日,兵庫県神戸市,啓明女学院,,ミリかずみちゃん,娘役,1980年,
日向 薫,ひゅうが かおる,4月30日,東京都港区,東洋英和女学院,尊敬する人が命名,ねっしい,男役,1992年,
冨士 やよひ,ふじ やよい,11月8日,兵庫県尼崎市,梅花学園,尊師が命名,ヨーコやよひちゃん,娘役,1984年,
