芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
八汐路 蕙子,やしおじ けいこ,,,,,,,1947年,俳優
登代 春枝,とよ はるえ,11月9日,中華人民共和国上海市,梅花高等女学校,,はーさん,,1959年,
藤波 洸子,ふじなみ こうこ,8月10日,滋賀県彦根市,東洋英和女学校,久松一聲が命名,ヤマコ,,1956年,俳優
穂波 ゆたか,ほなみ ゆたか,,,,,,,1944年,
紅鶴 舞子,べにづる まいこ,,,,,,,1944年,
若鳥 翔子,わかどり しょうこ,,,,,,,1944年,
瀧 しぶき,たき しぶき,,,,,,,1944年,
早瀬 立美,はやせ たつみ,,,,,,,1944年,
野邊 蕗子,のべ ふきこ,,,,,,,1945年,
浦波 みつる,うらなみ みつる,,,,,,,1944年,
月城 玲子,つきしろ れいこ,,,,,,,1945年,
砧遠 音,きぬた とおね,,,,,,,1947年,
東 芳蘭,とう ほうらん,,,,,,,1944年,
小松 妙子,こまつ たえこ,,,,,,,1945年,
東山 圭子,ひがしやま けいこ,,,,,,,1945年,
朝凪 陽子,あさなぎ ようこ,,,,,,,1945年,
萬 起路子,まき みちこ,,,,,,,1945年,
宮城野 由美子,みやぎの ゆみこ,3月2日,東京都小石川区,山形県立鶴岡高等女学校,,関さん,娘役,1951年,俳優映画監督・蔵原惟繕夫人
宮里 ゆかり,みやざと ゆかり,,兵庫県,,,吉村さん,,1949年,
緋櫻 耀子,ひざくら ようこ,7月29日,大阪府豊中市,,,順ちゃん,娘役,1953年,改名後・緋櫻陽子（ひざくら ようこ）姉は八千草露子・笹舟陽子芸能界→化粧品販売業、コーディネイト・ファッションスタジオを開設
梓 真弓,あずさ まゆみ,2月25日,兵庫県神戸市,聖家族女学校,楠公神社に因む,オオカワちゃん,娘役,1986年,日本舞踊・花柳輔人1984年宝塚音楽学校日本舞踊講師
朝倉 糸子,あさくら いとこ,1月27日,高知県高知市,,出生地に因む,昭ちゃん岡さん,娘役,1956年,改名後・朝倉道子（あさくら みちこ）
紫富 貴子,むらさき ふきこ,,,,,,,1949年,
春海 陽子,はるみ ようこ,6月18日,大阪府,樟蔭高等女学校,,バリ,,1957年,
緑八 千代,みどり やちよ,5月8日,東京都,曽根實修女学校,藤原定家「曇りなき緑の空を仰ぎては君が八千代をまず祈るかな」,チョン,,1960年,
月浦 しづか,つきうら しづか,,,,,,,1944年,
玉梓 ふみ子,たまづさ ふみこ,,,,,,,1947年,
由美 あづさ,ゆみ あづさ,12月3日,兵庫県神戸市,梅花高等女学校,,チヤセン,娘役,1953年,俳優
千代田 明子,ちよだ あきこ,,,,,,,1948年,妹は紅もゆる
神楽 よし子,かぐら よしこ,,,,,,,1944年,
恵 協子,めぐみ きょうこ,,,,,,,1944年,姉は輝藍子
千雅 やよひ,ちが やよい,,,,,,,1945年,
深山 さくら,みやま さくら,10月21日,兵庫県西宮市,,新百人一首,ゴットン,,1962年,改名後・御山櫻（みやま さくら）妹は岬ありさ
由利 みさを,ゆり みさを,5月17日,大阪府,,,,,1947年,俳優・原みさを→澄川恵子→草間百合子
澄空 のどか,すみぞら のどか,,,,,,,1944年,
清美 好子,きよみ よしこ,,,,,,,1945年,所用により帰省中、東京大空襲により在団のまま逝去
櫻野 美也子,さくらの みやこ,7月9日,静岡県浜松市,,母校の名前,コイケちゃん,娘役,1954年,
邦島 克代,くにしま かつよ,10月8日,岐阜県,金城女子専門学校附属高等女学校,,ミット,,1951年,
翼 ひかる,つばさ ひかる,7月16日,兵庫県神戸市,神戸市立成徳尋常高等小学校,,フーさん,,1959年,
旭 のぼる,あさひ のぼる,,,,,,,1944年,
曙 美千代,あけぼの みちよ,,,,,,,1947年,
真咲 みのる,まさき みのる,5月2日,兵庫県神戸市,神戸松蔭高等女学校,本名,マサキ柾木さん,,1956年,改名後・真咲美岐（まさき みき）俳優深緑夏代のシャンソン翻訳を手掛ける
里見 八千代,さとみ やちよ,,,,,,,1943年,
八十島 晴美,やそじま はるみ,8月12日,東京都,,,ゼンコ,,1956年,
上杉 秀子,うえすぎ ひでこ,,,,,,,1947年,母は若菜君子
宇治 里子,うじ さとこ,,,,,,,1945年,
美樹 ゆたか,みき ゆたか,,,,,,,1944年,
